section,category,description,date,metric,value
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-03-30,Cumulative,7171
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-03-31,Cumulative,7477
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-01,Cumulative,7984
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-02,Cumulative,8360
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-03,Cumulative,8817
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-04,Cumulative,9151
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-05,Cumulative,9485
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-06,Cumulative,9937
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-07,Cumulative,10298
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-08,Cumulative,10709
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-09,Cumulative,11123
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-10,Cumulative,11604
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-11,Cumulative,11982
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-12,Cumulative,12378
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-13,Cumulative,12873
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-14,Cumulative,13275
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-15,Cumulative,13774
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-16,Cumulative,14164
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-17,Cumulative,14680
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-18,Cumulative,15091
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-19,Cumulative,15405
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-20,Cumulative,16036
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-21,Cumulative,16396
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-22,Cumulative,16804
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-23,Cumulative,17223
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-24,Cumulative,17667
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-25,Cumulative,18063
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-26,Cumulative,18426
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-27,Cumulative,18865
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-28,Cumulative,19228
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-29,Cumulative,19577
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-04-30,Cumulative,19955
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-01,Cumulative,20398
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-02,Cumulative,20751
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-03,Cumulative,21039
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-04,Cumulative,21437
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-05,Cumulative,21788
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-06,Cumulative,22146
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-07,Cumulative,22470
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-08,Cumulative,22887
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-09,Cumulative,23177
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-10,Cumulative,23482
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-11,Cumulative,23839
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-12,Cumulative,24218
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-13,Cumulative,24578
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-14,Cumulative,24886
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-15,Cumulative,25223
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-16,Cumulative,25467
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-17,Cumulative,25689
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-18,Cumulative,26005
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-19,Cumulative,26308
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-20,Cumulative,26614
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-21,Cumulative,26833
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-22,Cumulative,27067
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-23,Cumulative,27234
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-24,Cumulative,27400
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-25,Cumulative,27611
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-26,Cumulative,27819
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-27,Cumulative,27986
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-28,Cumulative,28164
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-29,Cumulative,28339
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-30,Cumulative,28477
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-05-31,Cumulative,28620
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-01,Cumulative,28808
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-02,Cumulative,28980
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-03,Cumulative,29151
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-04,Cumulative,29286
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-05,Cumulative,29423
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-06,Cumulative,29579
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-07,Cumulative,29763
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-08,Cumulative,29930
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-09,Cumulative,30102
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-10,Cumulative,30278
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-11,Cumulative,30435
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-12,Cumulative,30626
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-13,Cumulative,30801
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-14,Cumulative,30980
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-15,Cumulative,31297
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-16,Cumulative,31547
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-17,Cumulative,31804
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-18,Cumulative,32005
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-19,Cumulative,32209
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-20,Cumulative,32476
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-21,Cumulative,32716
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-22,Cumulative,33115
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-23,Cumulative,33415
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-24,Cumulative,33759
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-25,Cumulative,34109
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-26,Cumulative,34434
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-27,Cumulative,34774
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-28,Cumulative,35074
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-29,Cumulative,35544
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-06-30,Cumulative,35992
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-01,Cumulative,36510
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-02,Cumulative,36960
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-03,Cumulative,37386
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-04,Cumulative,37855
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-05,Cumulative,38378
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-06,Cumulative,39060
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-07,Cumulative,39620
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-08,Cumulative,40206
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-09,Cumulative,40697
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-10,Cumulative,41225
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-11,Cumulative,41687
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-12,Cumulative,42167
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-13,Cumulative,42738
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-14,Cumulative,43186
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-15,Cumulative,43716
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-16,Cumulative,44186
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-17,Cumulative,44657
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-18,Cumulative,45222
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-19,Cumulative,45726
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-20,Cumulative,46404
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-21,Cumulative,46918
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-22,Cumulative,47380
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-23,Cumulative,47801
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-24,Cumulative,48207
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-25,Cumulative,48612
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-26,Cumulative,48954
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-27,Cumulative,49392
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-28,Cumulative,49825
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-29,Cumulative,50148
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-30,Cumulative,50427
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-07-31,Cumulative,50785
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-01,Cumulative,51126
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-02,Cumulative,51395
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-03,Cumulative,51812
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-04,Cumulative,52126
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-05,Cumulative,52446
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-06,Cumulative,52719
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-07,Cumulative,52978
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-08,Cumulative,53249
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-09,Cumulative,53507
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-10,Cumulative,53807
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-11,Cumulative,54087
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-12,Cumulative,54376
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-13,Cumulative,54606
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-14,Cumulative,54854
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-15,Cumulative,55112
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-16,Cumulative,55373
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-17,Cumulative,55667
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-18,Cumulative,55995
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-19,Cumulative,56312
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-20,Cumulative,56583
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-21,Cumulative,56808
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-22,Cumulative,57051
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-23,Cumulative,57372
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-24,Cumulative,57753
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-25,Cumulative,58061
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-26,Cumulative,58300
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-27,Cumulative,58509
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-28,Cumulative,58824
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-29,Cumulative,59076
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-30,Cumulative,59269
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-08-31,Cumulative,59564
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-09-01,Cumulative,59882
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-09-02,Cumulative,60218
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-09-03,Cumulative,60560
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-09-04,Cumulative,60870
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-09-05,Cumulative,61165
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-09-06,Cumulative,61444
Case Summary,Cases,Cumulative COVID-19 Cases in Colorado by Date of Illness Onset,2020-09-07,Cumulative,61996
