OBJECTID,Name,Population,Desc_,attribute,attr_date,metric,value,rep_date,Shape__Area,Shape__Length
4258,Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Deaths,0.34,4/12/2020,28.0394250010993,22.0199204177256
4501,Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1.01,4/13/2020,28.0394250010993,22.0199204177256
4502,Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,1.94,4/13/2020,28.0394250010993,22.0199204177256
4503,Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,13.9,4/13/2020,28.0394250010993,22.0199204177256
4504,Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,16.28,4/13/2020,28.0394250010993,22.0199204177256
4505,Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,16.17,4/13/2020,28.0394250010993,22.0199204177256
4506,Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,18.28,4/13/2020,28.0394250010993,22.0199204177256
4507,Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,14.48,4/13/2020,28.0394250010993,22.0199204177256
4508,Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,9.74,4/13/2020,28.0394250010993,22.0199204177256
4509,Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,7.79,4/13/2020,28.0394250010993,22.0199204177256
4510,Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.4,4/13/2020,28.0394250010993,22.0199204177256
4511,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Hospitalized",,Cases,7,4/13/2020,28.0394250010993,22.0199204177256
4512,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,71,4/13/2020,28.0394250010993,22.0199204177256
4513,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Hospitalized",,Cases,7,4/13/2020,28.0394250010993,22.0199204177256
4514,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,142,4/13/2020,28.0394250010993,22.0199204177256
4515,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Deaths",,Cases,2,4/13/2020,28.0394250010993,22.0199204177256
4516,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Hospitalized",,Cases,51,4/13/2020,28.0394250010993,22.0199204177256
4517,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,1016,4/13/2020,28.0394250010993,22.0199204177256
4518,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Deaths",,Cases,2,4/13/2020,28.0394250010993,22.0199204177256
4519,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,112,4/13/2020,28.0394250010993,22.0199204177256
4520,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,1138,4/13/2020,28.0394250010993,22.0199204177256
4521,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Deaths",,Cases,12,4/13/2020,28.0394250010993,22.0199204177256
4522,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,165,4/13/2020,28.0394250010993,22.0199204177256
4523,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,1067,4/13/2020,28.0394250010993,22.0199204177256
4524,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Deaths",,Cases,15,4/13/2020,28.0394250010993,22.0199204177256
4525,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,272,4/13/2020,28.0394250010993,22.0199204177256
4526,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,1119,4/13/2020,28.0394250010993,22.0199204177256
4527,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,38,4/13/2020,28.0394250010993,22.0199204177256
4528,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,300,4/13/2020,28.0394250010993,22.0199204177256
4529,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,776,4/13/2020,28.0394250010993,22.0199204177256
4530,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,82,4/13/2020,28.0394250010993,22.0199204177256
4531,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,244,4/13/2020,28.0394250010993,22.0199204177256
4532,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,423,4/13/2020,28.0394250010993,22.0199204177256
4533,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Deaths",,Cases,157,4/13/2020,28.0394250010993,22.0199204177256
4534,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,149,4/13/2020,28.0394250010993,22.0199204177256
4535,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,293,4/13/2020,28.0394250010993,22.0199204177256
4536,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,31,4/13/2020,28.0394250010993,22.0199204177256
4633,Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Cases,52.13,4/13/2020,28.0394250010993,22.0199204177256
4634,Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Cases,47.26,4/13/2020,28.0394250010993,22.0199204177256
4635,Colorado,5694287,COVID-19 in Colorado by Sex,Male to Female,,Percent of Cases,0.01,4/13/2020,28.0394250010993,22.0199204177256
4636,Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Cases,0.6,4/13/2020,28.0394250010993,22.0199204177256
4637,Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Deaths,37.66,4/13/2020,28.0394250010993,22.0199204177256
4638,Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Deaths,62.01,4/13/2020,28.0394250010993,22.0199204177256
4639,Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Deaths,0.32,4/13/2020,28.0394250010993,22.0199204177256
4891,Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1.03,4/14/2020,28.0394250010993,22.0199204177256
4892,Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,1.96,4/14/2020,28.0394250010993,22.0199204177256
4893,Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,13.79,4/14/2020,28.0394250010993,22.0199204177256
4894,Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,16.17,4/14/2020,28.0394250010993,22.0199204177256
4895,Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,16.23,4/14/2020,28.0394250010993,22.0199204177256
4896,Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,18.25,4/14/2020,28.0394250010993,22.0199204177256
4897,Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,14.54,4/14/2020,28.0394250010993,22.0199204177256
4898,Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,9.77,4/14/2020,28.0394250010993,22.0199204177256
4899,Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,7.83,4/14/2020,28.0394250010993,22.0199204177256
4900,Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.42,4/14/2020,28.0394250010993,22.0199204177256
4901,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Hospitalized",,Cases,8,4/14/2020,28.0394250010993,22.0199204177256
4902,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,74,4/14/2020,28.0394250010993,22.0199204177256
4903,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Hospitalized",,Cases,7,4/14/2020,28.0394250010993,22.0199204177256
4904,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,149,4/14/2020,28.0394250010993,22.0199204177256
4905,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Deaths",,Cases,2,4/14/2020,28.0394250010993,22.0199204177256
4906,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Hospitalized",,Cases,54,4/14/2020,28.0394250010993,22.0199204177256
4907,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,1039,4/14/2020,28.0394250010993,22.0199204177256
4908,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Deaths",,Cases,2,4/14/2020,28.0394250010993,22.0199204177256
4909,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,115,4/14/2020,28.0394250010993,22.0199204177256
4910,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,1167,4/14/2020,28.0394250010993,22.0199204177256
4911,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Deaths",,Cases,12,4/14/2020,28.0394250010993,22.0199204177256
4912,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,173,4/14/2020,28.0394250010993,22.0199204177256
4913,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,1104,4/14/2020,28.0394250010993,22.0199204177256
4914,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Deaths",,Cases,17,4/14/2020,28.0394250010993,22.0199204177256
4915,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,281,4/14/2020,28.0394250010993,22.0199204177256
4916,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,1151,4/14/2020,28.0394250010993,22.0199204177256
4917,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,40,4/14/2020,28.0394250010993,22.0199204177256
4918,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,313,4/14/2020,28.0394250010993,22.0199204177256
4919,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,802,4/14/2020,28.0394250010993,22.0199204177256
4920,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,86,4/14/2020,28.0394250010993,22.0199204177256
4921,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,250,4/14/2020,28.0394250010993,22.0199204177256
4922,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,440,4/14/2020,28.0394250010993,22.0199204177256
4923,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Deaths",,Cases,170,4/14/2020,28.0394250010993,22.0199204177256
4924,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,156,4/14/2020,28.0394250010993,22.0199204177256
4925,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,296,4/14/2020,28.0394250010993,22.0199204177256
4926,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,33,4/14/2020,28.0394250010993,22.0199204177256
5024,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,,Percent of Cases,0.48,4/14/2020,28.0394250010993,22.0199204177256
5025,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,,Percent of Cases,2.47,4/14/2020,28.0394250010993,22.0199204177256
5026,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,,Percent of Cases,7.02,4/14/2020,28.0394250010993,22.0199204177256
5027,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",,Percent of Cases,29.07,4/14/2020,28.0394250010993,22.0199204177256
5028,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,,Percent of Cases,1.69,4/14/2020,28.0394250010993,22.0199204177256
5029,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,,Percent of Cases,0.58,4/14/2020,28.0394250010993,22.0199204177256
5030,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,,Percent of Cases,57.88,4/14/2020,28.0394250010993,22.0199204177256
5031,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Other,,Percent of Cases,0.82,4/14/2020,28.0394250010993,22.0199204177256
5032,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,AIAN - Non Hispanic,,Percent of Deaths,0.68,4/14/2020,28.0394250010993,22.0199204177256
5033,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Asian - Non Hispanic,,Percent of Deaths,2.72,4/14/2020,28.0394250010993,22.0199204177256
5034,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Black - Non Hispanic,,Percent of Deaths,7.14,4/14/2020,28.0394250010993,22.0199204177256
5035,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,"Hispanic, All Races",,Percent of Deaths,17.69,4/14/2020,28.0394250010993,22.0199204177256
5036,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Multiple - Non Hispanic,,Percent of Deaths,1.36,4/14/2020,28.0394250010993,22.0199204177256
5037,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,NHOPI - Non Hispanic,,Percent of Deaths,1.36,4/14/2020,28.0394250010993,22.0199204177256
5038,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,White - Non Hispanic,,Percent of Deaths,69.05,4/14/2020,28.0394250010993,22.0199204177256
5039,Colorado,5694287,COVID-19 in Colorado by Race & Ethnicity,Other,,Percent of Deaths,0,4/14/2020,28.0394250010993,22.0199204177256
5040,Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Cases,52.07,4/14/2020,28.0394250010993,22.0199204177256
5041,Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Cases,47.41,4/14/2020,28.0394250010993,22.0199204177256
5042,Colorado,5694287,COVID-19 in Colorado by Sex,Male to Female,,Percent of Cases,0.01,4/14/2020,28.0394250010993,22.0199204177256
5043,Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Cases,0.5,4/14/2020,28.0394250010993,22.0199204177256
5044,Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Deaths,38.91,4/14/2020,28.0394250010993,22.0199204177256
5045,Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Deaths,60.79,4/14/2020,28.0394250010993,22.0199204177256
5046,Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Deaths,0.3,4/14/2020,28.0394250010993,22.0199204177256
5302,Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1,4/15/2020,28.0394250010993,22.0199204177256
5303,Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,1.98,4/15/2020,28.0394250010993,22.0199204177256
5304,Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,13.74,4/15/2020,28.0394250010993,22.0199204177256
5305,Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,16.26,4/15/2020,28.0394250010993,22.0199204177256
5306,Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,16.24,4/15/2020,28.0394250010993,22.0199204177256
5307,Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,18.22,4/15/2020,28.0394250010993,22.0199204177256
5308,Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,14.48,4/15/2020,28.0394250010993,22.0199204177256
5309,Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,9.82,4/15/2020,28.0394250010993,22.0199204177256
5310,Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,7.85,4/15/2020,28.0394250010993,22.0199204177256
5311,Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.4,4/15/2020,28.0394250010993,22.0199204177256
5312,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Hospitalized",,Cases,9,4/15/2020,28.0394250010993,22.0199204177256
5313,Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,74,4/15/2020,28.0394250010993,22.0199204177256
